OTU,St01_MN,St01_SG,St01_CR,St01_SD,St02_MN,St02_SG,St02_CR,St02_SD,St03_MN,St03_SG,St03_CR,St03_SD,St04_MN,St04_SG,St04_CR,St04_SD,St05_MN,St05_SG,St05_CR,St05_SD,St06_MN,St06_SG,St06_CR,St06_SD,St07_MN,St07_SG,St07_CR,St07_SD,St08_MN,St08_SG,St08_CR,St08_SD,St09_MN,St09_SG,St09_CR,St09_SD,St10_SD,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU_432,98,115,0,0,107,127,0,0,260,153,0,0,57,52,106,0,166,80,0,0,247,0,0,0,126,102,99,0,249,188,0,0,177,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_433,0,54,155,0,0,0,0,0,0,0,40,0,0,0,0,0,0,287,291,0,0,411,206,0,0,292,84,0,0,73,73,0,0,130,254,0,0,Bacteria,Actinobacteria,GammaProteobacteria,Marine_Group_I,Nitrosopumilaceae,Prochlorococcus_MIT9313,NA
OTU_434,313,0,0,0,93,137,0,0,147,75,0,0,71,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Cytophagales,Cyclobacteriaceae,Marinoscillum,NA
OTU_435,0,0,0,169,0,0,0,133,0,0,0,220,0,0,0,163,0,0,0,175,0,0,0,164,0,0,0,149,0,0,0,137,0,0,0,132,0,Bacteria,Proteobacteria,DeltaProteobacteria,SAR324_clade(Marine_group_B),NA,NA,NA
OTU_436,0,169,71,0,0,0,0,0,0,0,0,0,0,27,60,0,0,183,423,0,0,496,615,0,0,582,448,0,0,0,0,0,0,605,333,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA
OTU_438,0,0,0,219,0,0,0,156,0,0,0,211,0,0,0,209,0,0,0,286,0,0,0,284,0,0,0,205,0,0,0,172,0,0,0,163,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_439,0,0,0,243,0,0,0,223,0,0,0,258,0,0,0,185,0,0,0,238,0,0,0,300,0,0,0,212,0,0,0,263,0,0,0,201,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_440,178,50,0,0,189,368,0,0,1210,518,0,0,156,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,Bacteria,Proteobacteria,GammaProteobacteria,SAR202_clade,NA,NA,NA
OTU_441,0,22,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,18,0,0,581,235,0,0,290,354,0,0,306,0,0,0,102,81,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
OTU_442,0,0,0,291,0,0,0,195,0,0,0,230,0,0,0,261,0,0,0,143,0,0,0,293,0,0,0,168,0,0,0,146,0,0,0,219,0,Bacteria,Nitrospirae,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,JL-ETNP-F27,NA
OTU_443,267,165,44,0,16,113,0,0,182,110,0,0,206,343,161,0,100,110,0,0,338,0,0,0,110,75,64,0,337,28,0,0,566,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA
OTU_444,161,308,100,0,322,701,0,0,1252,769,39,0,78,299,172,0,0,0,0,0,6,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
OTU_445,0,0,0,193,0,0,0,270,0,0,0,481,0,0,0,187,0,0,0,145,0,0,0,219,0,0,0,94,0,0,0,159,0,0,0,141,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_446,273,179,0,0,178,234,0,0,322,153,0,0,181,280,129,0,214,68,0,0,57,0,0,0,310,104,137,0,129,81,0,0,57,29,0,0,0,Bacteria,Proteobacteria,GammaProteobacteria,Cellvibrionales,Halieaceae,OM60(NOR5)_clade,NA
OTU_447,0,0,0,150,0,0,0,132,0,0,0,188,0,0,0,163,0,0,0,143,0,0,0,176,0,0,0,150,0,0,0,159,0,0,0,157,0,Bacteria,Proteobacteria,GammaProteobacteria,UBA10353_marine_group,NA,NA,NA
OTU_448,0,0,28,198,0,0,0,231,0,0,0,308,0,0,0,172,0,0,9,136,0,0,0,228,0,0,0,199,0,0,0,171,0,0,0,174,0,Bacteria,Proteobacteria,GammaProteobacteria,Steroidobacterales,Woeseiaceae,Woeseia,NA
OTU_449,0,172,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,204,0,0,718,619,0,0,544,721,0,0,0,0,0,0,413,377,0,0,Bacteria,Cyanobacteria,Acidimicrobiia,Actinomarinales,Clade_II,Prochlorococcus,NA
OTU_451,340,0,0,0,50,0,0,0,0,0,0,0,0,0,102,0,312,0,0,0,760,0,0,0,932,0,0,0,349,0,0,0,951,0,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS7_marine_group,NA,NA
OTU_452,0,24,233,0,0,45,985,0,0,33,464,0,0,0,0,0,0,30,106,0,0,44,118,0,0,0,0,0,0,26,586,0,0,55,217,0,0,Bacteria,Proteobacteria,GammaProteobacteria,HOC36,NA,NA,NA
OTU_453,52,0,83,0,0,0,151,0,0,0,277,0,0,47,0,0,0,220,134,0,0,124,120,0,0,0,48,0,0,626,307,0,0,305,473,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_454,0,0,0,189,0,0,12,136,0,0,0,164,0,0,0,112,0,0,0,281,0,0,0,226,0,0,0,216,0,0,0,242,0,0,0,125,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,NA,NA,NA
OTU_455,38,322,220,0,20,78,114,0,366,293,40,0,38,32,87,0,0,34,15,0,0,90,0,0,0,189,191,0,0,135,55,0,0,95,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NA,NA,NA
OTU_456,0,0,0,154,0,0,0,199,0,0,0,368,0,0,0,199,0,0,0,153,0,0,0,126,0,0,0,118,0,0,0,102,0,0,0,145,0,Bacteria,PAUC34f,NA,NA,NA,NA,NA
OTU_457,83,105,90,0,0,0,45,0,133,69,47,0,67,59,138,0,157,250,99,0,0,84,79,0,61,129,134,0,102,473,0,0,0,101,121,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_458,143,155,94,0,15,59,0,0,210,108,64,0,85,96,154,0,127,137,67,0,145,67,51,0,145,148,93,0,174,212,76,0,163,102,87,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_459,161,238,156,0,0,111,0,0,315,162,0,0,117,146,365,0,175,102,39,0,336,46,38,0,92,56,52,0,77,50,0,0,94,56,18,0,0,Bacteria,Proteobacteria,GammaProteobacteria,Thiotrichales,Thiotrichaceae,NA,NA
OTU_460,0,266,66,59,0,0,64,43,0,0,0,135,0,0,136,111,0,151,366,156,0,160,88,16,0,412,453,44,0,0,43,34,0,178,160,72,0,Bacteria,Nitrospirae,Planctomycetacia,Pirellulales,Pirellulaceae,Blastopirellula,NA
OTU_461,0,433,152,0,0,0,0,0,0,0,0,0,0,0,0,0,51,724,74,0,0,152,66,0,0,314,94,0,138,259,0,0,0,259,325,0,0,Bacteria,Actinobacteria,GammaProteobacteria,Marine_Group_I,Nitrosopumilaceae,Prochlorococcus_MIT9313,NA
OTU_462,0,0,0,161,0,0,0,137,0,0,0,158,0,0,0,139,0,0,0,372,0,0,0,225,0,0,0,240,0,0,0,233,0,0,0,151,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_463,0,0,0,174,0,0,57,133,0,0,0,147,0,0,0,132,0,0,0,286,0,0,0,183,0,0,0,212,0,0,66,226,0,0,0,138,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_464,0,237,163,0,0,0,212,40,0,0,51,20,0,0,24,10,0,38,56,65,0,76,47,13,0,39,40,31,0,1010,193,23,0,171,60,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS7_marine_group,NA,NA
OTU_465,131,97,67,0,24,88,0,0,309,154,42,0,83,70,101,0,146,109,35,0,187,40,28,0,116,69,66,0,183,316,0,0,165,67,87,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_466,292,0,0,0,228,272,0,0,485,274,0,0,215,257,0,0,120,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,127,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
OTU_467,0,68,206,0,0,0,290,0,0,0,130,0,0,0,0,0,0,197,198,0,0,303,271,0,0,95,45,0,0,291,118,0,0,501,576,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_468,18,33,107,0,0,0,57,0,0,0,243,0,0,26,17,0,0,162,347,0,0,160,294,0,0,190,245,0,0,75,232,0,0,306,773,0,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,Alteromonas,NA
OTU_469,0,0,0,165,0,0,0,177,0,0,0,241,0,0,0,145,0,0,0,238,0,0,0,153,0,0,0,134,0,0,0,111,0,0,0,121,0,Archaea,Chloroflexi,Thermoplasmata,Marine_Group_III,NA,NA,NA
OTU_470,0,0,0,169,0,0,0,157,0,0,0,161,0,0,0,120,0,0,0,122,0,0,0,251,0,0,0,122,0,0,0,168,0,0,0,236,0,Bacteria,Euryarchaeota1,Dehalococcoidia,SAR202_clade,NA,NA,NA
OTU_471,132,109,0,0,93,256,0,0,254,144,0,0,48,98,163,0,125,0,0,0,125,0,0,0,166,0,0,0,115,21,0,0,143,0,0,0,0,Bacteria,Proteobacteria,GammaProteobacteria,OM182_clade,NA,NA,NA
OTU_472,0,0,0,156,0,0,64,131,0,0,0,197,0,0,0,154,0,0,0,208,0,0,0,139,0,0,0,182,0,0,43,204,0,0,0,134,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_473,0,0,0,181,0,0,0,171,0,0,0,232,0,0,0,161,0,0,0,175,0,0,0,251,0,0,0,151,0,0,0,267,0,0,0,146,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_474,57,0,91,0,0,41,194,0,93,70,87,0,0,0,0,0,0,181,201,0,0,337,323,0,0,137,90,0,0,254,256,0,0,256,398,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_475,0,195,119,0,110,170,0,0,113,121,10,0,0,0,147,0,0,76,98,0,0,181,111,0,0,155,163,0,0,100,172,0,0,181,331,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,NS9_marine_group,NA,NA
OTU_476,0,262,413,0,0,0,84,0,0,0,113,0,0,0,0,0,0,202,238,0,0,382,289,0,0,119,113,0,0,0,92,0,0,523,912,0,0,Bacteria,Proteobacteria,GammaProteobacteria,SAR202_clade,NA,NA,NA
OTU_477,0,0,190,11,0,0,1552,0,0,0,174,30,0,0,0,0,0,112,0,26,0,0,0,0,0,0,0,0,0,388,679,0,0,162,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS2b_marine_group,NA
OTU_478,0,0,145,0,0,0,262,0,0,0,272,0,0,0,0,0,0,334,126,0,0,0,0,0,0,0,0,0,0,718,257,0,0,258,205,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_479,0,0,0,151,0,0,0,162,0,0,0,194,0,0,0,67,0,0,0,141,0,0,0,398,0,0,0,345,0,0,0,304,0,0,0,513,0,Bacteria,Cyanobacteria,Acidimicrobiia,Microtrichales,Microtrichaceae,Sva0996_marine_group,NA
OTU_480,0,0,0,193,0,0,0,235,0,0,0,318,0,0,0,166,0,0,0,111,0,0,0,144,0,0,0,180,0,0,0,172,0,0,0,126,0,Bacteria,Proteobacteria,GammaProteobacteria,NA,NA,NA,NA
OTU_481,89,195,105,0,37,183,0,0,164,223,17,0,112,90,63,0,0,186,25,0,0,49,57,0,0,47,46,0,0,237,0,0,0,111,83,0,0,Bacteria,NA,NA,NA,NA,NA,NA
OTU_483,191,0,0,0,392,582,0,0,689,333,0,0,42,55,24,0,0,0,0,0,0,0,0,0,0,32,0,0,0,22,0,0,0,0,0,0,0,Archaea,Chloroflexi,Thermoplasmata,Marine_Group_II,NA,NA,NA
OTU_484,0,0,0,233,0,0,0,165,0,0,0,217,0,0,0,177,0,0,0,190,0,0,0,350,0,0,0,221,0,0,0,281,0,0,0,194,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_485,0,0,0,161,0,0,26,109,0,0,0,166,0,0,0,152,0,0,0,183,0,0,0,275,0,0,0,167,0,0,26,193,0,0,0,146,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_486,0,0,0,173,0,0,12,195,0,0,0,303,0,0,0,156,0,0,0,104,0,0,0,152,0,0,0,137,0,0,0,173,0,0,0,135,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_487,99,0,0,0,121,158,0,0,436,219,0,0,49,0,0,0,82,67,0,0,0,0,0,0,0,58,0,0,0,131,0,0,0,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ia,NA
OTU_488,0,0,0,180,0,0,0,263,0,0,0,309,0,0,0,221,0,0,0,280,0,0,0,242,0,0,0,227,0,0,0,259,0,0,0,296,0,Bacteria,Nitrospirae,Pla3_lineage,NA,NA,NA,NA
OTU_489,108,65,31,0,93,129,0,0,341,159,31,0,50,48,97,0,218,65,0,0,258,0,0,0,115,58,39,0,493,148,0,0,289,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_490,0,0,18,0,0,0,27,0,0,0,75,0,0,19,0,0,0,253,54,0,0,0,0,0,0,0,0,0,0,1986,111,0,0,175,85,0,0,Bacteria,Proteobacteria,GammaProteobacteria,SAR202_clade,NA,NA,NA
OTU_491,0,0,148,0,0,0,286,0,0,0,172,0,0,0,0,0,0,272,204,0,0,205,219,0,0,0,0,0,0,232,224,0,0,239,216,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_492,0,0,0,137,0,0,215,158,0,0,0,189,0,0,0,95,0,0,0,134,0,0,0,186,0,0,0,188,0,0,70,180,0,0,0,102,0,Bacteria,Proteobacteria,GammaProteobacteria,Thiomicrospirales,Thioglobaceae,SUP05_cluster,NA
OTU_493,0,0,0,112,0,0,0,116,0,0,0,149,0,0,0,132,0,0,0,187,0,0,0,147,0,0,0,149,0,0,0,178,0,0,0,115,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_494,0,0,0,147,0,0,0,122,0,0,0,206,0,0,0,107,0,0,0,213,0,0,0,167,0,0,0,202,0,0,0,201,0,0,0,133,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,NA,NA,NA
OTU_495,321,320,69,0,197,134,0,0,179,112,0,0,196,747,376,0,0,0,0,0,0,121,0,0,0,146,150,0,62,81,0,0,61,150,0,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,NA
OTU_496,0,0,0,92,0,0,0,203,0,0,0,183,0,0,0,190,0,0,0,193,0,0,0,152,0,0,0,112,0,0,0,136,0,0,0,150,0,Bacteria,Proteobacteria,GammaProteobacteria,SAR202_clade,NA,NA,NA
OTU_497,0,0,0,131,0,0,0,198,0,0,0,221,0,0,0,146,0,0,0,248,0,0,0,249,0,0,0,155,0,0,0,141,0,0,0,145,0,Bacteria,Nitrospirae,Planctomycetacia,Pirellulales,Pirellulaceae,NA,NA
OTU_498,0,0,0,134,0,0,0,113,0,0,0,185,0,0,0,118,0,0,0,256,0,0,0,215,0,0,0,214,0,0,0,233,0,0,0,128,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_499,0,0,0,89,0,0,221,72,0,0,96,92,0,0,0,89,0,58,0,150,0,0,45,100,0,0,0,114,0,35,124,120,0,31,60,63,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_500,0,0,444,0,0,0,261,0,0,0,690,0,0,0,0,0,0,98,309,0,0,0,81,0,0,0,0,0,0,0,379,0,0,303,691,0,0,Bacteria,Proteobacteria,GammaProteobacteria,HOC36,NA,NA,NA
OTU_501,0,0,0,139,0,0,6,119,0,0,0,255,0,0,0,107,0,0,0,131,0,0,0,307,0,0,0,174,0,0,0,158,0,0,0,232,0,Bacteria,Nitrospirae,OM190,NA,NA,NA,NA
OTU_502,0,0,0,112,0,0,101,206,0,0,0,226,0,0,0,115,0,0,0,107,0,0,0,31,0,0,0,24,0,0,35,64,0,0,0,209,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_503,0,0,0,174,0,0,0,144,0,0,0,182,0,0,0,98,0,0,0,182,0,0,0,205,0,0,0,185,0,0,0,215,0,0,0,82,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_504,71,109,77,0,50,96,16,0,157,82,67,0,40,28,180,0,82,94,145,0,250,109,95,0,52,82,77,0,124,52,81,0,126,22,108,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,NA,NA,NA,NA
OTU_505,0,0,31,120,0,0,161,104,0,0,22,65,0,0,0,81,0,0,31,47,0,40,47,96,0,0,0,41,0,19,60,117,0,3,0,156,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_506,0,169,67,0,233,546,0,0,347,333,124,0,61,0,205,0,0,178,113,0,0,112,112,0,0,134,0,0,0,88,0,0,0,119,109,0,0,Bacteria,Verrucomicrobia,Verrucomicrobiae,Arctic97B-4_marine_group,NA,NA,NA
OTU_507,0,0,0,0,0,0,1219,48,0,0,155,90,0,0,0,54,0,0,0,103,0,0,0,0,0,0,0,31,0,0,199,0,0,0,0,0,0,Archaea,Chloroflexi,Thermoplasmata,Marine_Group_III,NA,NA,NA
OTU_508,0,124,290,0,0,0,99,0,0,0,128,0,0,0,0,0,0,230,203,0,0,0,0,0,0,60,58,0,0,577,143,0,0,403,377,0,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_509,72,124,0,0,0,40,0,0,136,98,0,0,46,0,68,0,0,72,69,0,64,206,111,0,0,111,62,0,0,51,0,0,0,62,62,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Puniceispirillales,SAR1186_clade,NA,NA
OTU_510,131,79,0,0,49,171,0,0,106,57,0,0,40,63,165,0,114,0,0,0,48,0,0,0,65,0,8,0,132,0,0,0,18,13,0,0,0,Bacteria,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,R76-B128,NA
OTU_511,191,0,71,0,88,132,0,0,459,206,0,0,98,0,172,0,114,91,0,0,203,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ia,NA
OTU_512,0,0,0,185,0,0,0,146,0,0,0,255,0,0,0,173,0,0,0,181,0,0,0,314,0,0,0,194,0,0,0,229,0,0,0,189,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_513,0,0,16,133,0,0,205,144,0,0,22,159,0,0,3,119,0,0,6,118,0,0,0,164,0,0,0,144,0,0,109,184,0,0,0,95,0,Bacteria,Proteobacteria,AlphaProteobacteria,NA,NA,NA,NA
OTU_514,0,0,0,177,0,0,0,145,0,0,0,202,0,0,0,173,0,0,0,145,0,0,0,262,0,0,0,153,0,0,0,226,0,0,0,198,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_515,0,127,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,244,0,0,698,608,0,0,447,435,0,0,0,0,0,0,543,266,0,0,Bacteria,Bacteroidetes,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5_marine_group,NA
OTU_516,0,0,83,0,0,0,515,1,0,0,180,0,0,0,0,0,0,113,125,0,0,103,100,0,0,119,79,0,0,203,410,2,0,185,220,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_517,0,0,0,164,0,0,0,125,0,0,0,139,0,0,0,134,0,0,0,206,0,0,0,147,0,0,0,145,0,0,0,212,0,0,0,106,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,NA,NA
OTU_519,0,0,0,141,0,0,0,150,0,0,0,169,0,0,0,151,0,0,0,146,0,0,0,167,0,0,0,148,0,0,0,131,0,0,0,115,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,AEGEAN-169_marine_group,NA,NA
OTU_520,41,503,48,0,31,44,0,0,53,23,0,0,44,54,116,0,72,67,13,0,146,159,89,0,202,73,66,0,79,81,0,0,115,204,0,0,0,Bacteria,Proteobacteria,DeltaProteobacteria,PB19,NA,NA,NA
OTU_521,0,0,0,94,0,0,604,89,0,0,0,127,0,0,0,74,0,0,0,89,0,0,0,133,0,0,0,111,0,0,211,120,0,0,0,69,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,NA,NA
OTU_522,0,0,0,148,0,0,0,196,0,0,0,229,0,0,0,121,0,0,0,129,0,0,0,94,0,0,0,126,0,0,0,135,0,0,0,160,0,Bacteria,Proteobacteria,GammaProteobacteria,UBA10353_marine_group,NA,NA,NA
OTU_523,34,71,86,0,0,0,52,0,37,0,66,0,19,27,61,0,0,213,139,0,0,279,252,0,0,158,154,0,0,236,114,0,0,165,200,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_524,0,8,126,0,0,0,2142,0,0,0,224,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,9,0,0,0,774,0,0,0,10,0,0,Bacteria,Gemmatimonadetes,BD2-11_terrestrial_group,NA,NA,NA,NA
OTU_525,0,0,0,74,0,0,0,164,0,0,0,106,0,0,0,80,0,0,0,112,0,0,0,252,0,0,0,112,0,0,0,119,0,0,0,94,0,Bacteria,Euryarchaeota1,Dehalococcoidia,SAR202_clade,NA,NA,NA
OTU_526,17,109,35,0,18,64,0,0,107,67,118,0,15,23,35,0,9,234,287,0,0,118,81,0,6,284,123,0,0,73,120,0,0,37,80,0,0,Bacteria,Euryarchaeota1,Dehalococcoidia,SAR202_clade,NA,NA,NA
OTU_527,0,57,278,0,0,20,1023,0,0,0,120,0,0,0,0,0,0,0,85,0,0,30,41,0,0,0,0,0,0,103,643,0,0,150,297,0,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_528,0,0,0,0,0,0,63,0,0,0,298,0,0,0,0,0,0,146,315,0,0,142,240,0,0,163,219,0,0,215,297,0,0,250,648,0,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,Alteromonas,NA
OTU_529,0,0,0,170,0,0,0,114,0,0,0,138,0,0,0,68,0,0,0,266,0,0,0,75,0,0,0,152,0,0,0,102,0,0,0,96,0,Bacteria,Euryarchaeota1,Dehalococcoidia,SAR202_clade,NA,NA,NA
OTU_530,0,0,0,170,0,0,0,76,0,0,0,121,0,0,0,146,0,0,0,94,0,0,0,139,0,0,0,87,0,0,0,107,0,0,0,110,0,Bacteria,Euryarchaeota,NA,NA,NA,NA,NA
OTU_531,0,0,0,137,0,0,0,114,0,0,0,143,0,0,0,92,0,0,0,142,0,0,0,205,0,0,0,132,0,0,0,127,0,0,0,130,0,Bacteria,Proteobacteria,DeltaProteobacteria,Myxococcales,P3OB-42,NA,NA
OTU_532,0,0,0,133,0,0,0,100,0,0,0,205,0,0,0,112,0,0,0,115,0,0,0,141,0,0,0,120,0,0,0,131,0,0,0,116,0,Bacteria,Proteobacteria,AlphaProteobacteria,Rhodospirillales,Magnetospiraceae,NA,NA
OTU_533,0,0,0,0,0,0,898,0,0,10,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2247,0,0,0,0,0,0,Archaea,Marinimicrobia,Acidimicrobiia,Nitrosopumilales,Nitrosopumilaceae,Alteromonas,NA
OTU_534,29,123,130,0,0,0,52,0,0,0,47,0,9,26,66,0,0,176,112,0,0,185,136,0,0,235,64,0,0,384,54,0,0,325,212,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ib,NA
OTU_535,56,43,149,0,61,121,29,0,193,118,200,0,0,57,0,0,0,49,153,0,0,178,201,0,0,39,63,0,56,63,56,0,0,89,122,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,Thalassobaculales,Nisaeaceae,OM75_clade,NA
OTU_536,0,0,0,164,0,0,0,160,0,0,0,140,0,0,0,110,0,0,0,116,0,0,0,133,0,0,0,122,0,0,0,132,0,0,0,119,0,Archaea,Chloroflexi,Thermoplasmata,Marine_Group_II,NA,NA,NA
OTU_537,0,0,0,102,0,0,0,121,0,0,0,111,0,0,0,181,0,0,0,121,0,0,0,106,0,0,0,108,0,0,0,106,0,0,0,148,0,Bacteria,Proteobacteria,GammaProteobacteria,UBA10353_marine_group,NA,NA,NA
OTU_538,517,20,0,0,201,212,0,0,315,130,0,0,71,206,53,0,7,0,0,0,0,0,0,0,12,0,0,0,1,9,0,0,0,0,0,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ia,NA
OTU_540,44,285,166,0,0,0,0,0,0,0,0,0,0,0,207,0,0,182,107,0,0,293,175,0,0,645,697,0,0,0,0,0,0,216,152,0,0,Bacteria,Cyanobacteria,Acidimicrobiia,Actinomarinales,Clade_II,Prochlorococcus,NA
OTU_541,0,0,0,182,0,0,0,86,0,0,0,125,0,0,0,97,0,0,0,236,0,0,0,153,0,0,0,192,0,0,0,179,0,0,0,104,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,NA,NA,NA
OTU_542,0,0,0,103,0,0,0,86,0,0,0,126,0,0,0,117,0,0,0,197,0,0,0,198,0,0,0,102,0,0,0,133,0,0,0,72,0,Bacteria,Euryarchaeota1,Dehalococcoidia,SAR202_clade,NA,NA,NA
OTU_543,0,0,0,153,0,0,0,102,0,0,0,126,0,0,0,90,0,0,0,239,0,0,0,173,0,0,0,169,0,0,0,157,0,0,0,106,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_II,NA,NA
OTU_544,0,127,146,0,0,0,0,0,0,0,0,0,0,0,198,0,0,278,276,0,0,411,377,0,0,332,242,0,0,147,0,0,0,225,300,0,0,Bacteria,Proteobacteria,AlphaProteobacteria,SAR118_clade,Clade_I,Clade_Ia,NA
